Mannisenmäki Laulukaari 3,parillinen viikko,keskiviikko 17:45–18:05 (Wäinö),62.28043700930243,25.71781513073369
Mannisenrinne Mannisenrinne 7,parillinen viikko,keskiviikko 18:10–18:40 (Wäinö),62.28204315164437,25.720866918563132
Matinmäki Kahlaajankuja 2,parillinen viikko,torstai 16:30–16:55 (Wäinö),62.33389692836714,25.71031665772882
Matinmäki Kottaraisentie 25,parillinen viikko,torstai 17:00–17:20 (Wäinö),62.33186989311474,25.716748128893528
Mattilanpelto Purokatu 32,parillinen viikko,tiistai 17:15–17:40 (Wivi),62.22914897406473,25.724215238686515
Mesikämmen Mesikämmen 11,pariton viikko,tiistai 17:45–18:05 (Wivi),62.2441993753997,25.811119945575015
Moksi Nakkerintie 1,parillinen viikko,tiistai 19:00–19:30 (Wäinö),62.098146706523075,25.42467361048204
Mustalampi Mustalammentien ja Menninkäisentien risteys,pariton viikko,keskiviikko 18:55–19:30 (Wäinö),62.23574851129717,25.645859720287838
Myllyjärvi Myllyjärventien ja Porrastien risteys,pariton viikko,maanantai 18:30–19:00 (Wivi),62.21908129786525,25.703871109732876
Mäki-Matti Vellamonkatu 1,pariton viikko,maanantai 16:30–16:50 (Wäinö),62.24058609380051,25.72874529209079
Nenäinniemi Hauhontie 1:n pysäkki,pariton viikko,torstai 19:00–19:30 (Wäinö),62.205623174053564,25.78027682483933
Nenäinniemi Naattiantie 48,pariton viikko,torstai 18:20–18:55 (Wäinö),62.205577864695606,25.78021168285948
Nuutti Nuutinkorventien ja Talvikujan risteys,pariton viikko,maanantai 19:00–19:30 (Wäinö),62.2909684922801,25.69141268225013
Nyrölä Nyröläntien ja Sikomäentien risteys,pariton viikko,tiistai 18:00–18:35 (Wäinö),62.354887456909125,25.472453773511088
Oittila Villa Cawén Raidanlahdentie 738,parillinen viikko,maanantai 17:30–17:45 (Wivi),61.953269318242086,25.754655211248615
Ollila Ollilantien ja Partasentien risteys,parillinen viikko,keskiviikko 18:15–18:45 (Wivi),62.30235972953068,25.73127376953425
Parkkola Pekanmäentien ja Punasuontien risteys,parillinen viikko,tiistai 18:20–18:40 (Wäinö),62.164960901782585,25.349866921439343
Puistola: Puistokadun päiväkotikoulu Kansakoulukatu 2,pariton viikko,torstai 17:50–18:10 (Wivi),62.24689325625291,25.747885190821908
Putkilahti Vespuolentie 1950,parillinen viikko,maanantai 18:35–19:05 (Wivi),61.89089300545337,25.71920453311481
Puuppola Puuppolantien ja Suontaustantien risteys,parillinen viikko,torstai 18:15–18:45 (Wäinö),62.35276311406657,25.67550977365111
Raidanlahti Raidanlahdentien ja Lauttapohjantien risteys,parillinen viikko,maanantai 16:30–16:45 (Wivi),61.976576950942935,25.721927207641208
Raidanlahti Raidanlahdentien ja Pököntien risteys,parillinen viikko,maanantai 16:55–17:20 (Wivi),61.982683758515506,25.744567826473762
Rantue Tiilitien ja Letkakujan risteys,parillinen viikko,keskiviikko 16:30–17:05 (Wäinö),62.27203131598975,25.71433571109716
Reijunperä Saarenmaantie 395,pariton viikko,tiistai 17:00–17.20  (Wäinö),62.29589345197897,25.645057027044253
Ristikivi Ristikiventie 16,pariton viikko,torstai 17:50–18:10 (Wäinö),62.21588509238322,25.752185986551627
Ristikivi Valkovuokontien P-alue,pariton viikko,torstai 17:20–17:45 (Wäinö),62.21114924622924,25.755495757873156
Ristonmaa Jyväsentie 1,pariton viikko,torstai 19:00–19:30 (Wivi),62.22244647628188,25.728864321500026
Ruoke Vesangantie 74,pariton viikko,keskiviikko 18:10–18:40 (Wäinö),62.259089018218475,25.624044657721008
Saakoski Koskibaari Saakoskentie 5,pariton viikko,maanantai 16:35–17:00 (Wivi),61.97140136818544,25.388109580742807
Samulinniemi Riihimäentie 13,parillinen viikko,maanantai 16:55–17:15 (Wäinö),62.22384237290281,25.806504775229957
Sarvenperä Löytänäntie 10,pariton viikko,keskiviikko 16:30–17:00 (Wäinö),62.224806858270284,25.401988042080358
Sarvivuori Sääkslahdentie 8,pariton viikko,keskiviikko 17:20–17:40 (Wivi),62.17958862679731,25.73675765955832
Saukkola Saukkolahdentien ja Kuusjärventien risteys,parillinen viikko,tiistai 16:30–16:55 (Wäinö),62.21801121070558,25.472158513973046
Savipohja Punamäentie 1,pariton viikko,maanantai 17:50–18:10 (Wivi),62.045665021509244,25.605382303144193
Savulahti Savulahden päiväkotikoulu Savulahdentie 1,pariton viikko,maanantai 18:20–18:50 (Wäinö),62.277807421477924,25.69402105956848
Synsiä Oittilantien ja Tyystjoentien risteys,parillinen viikko,maanantai 17:55–18:15 (Wivi),61.946831330168905,25.8179083148184
Sääksvuori Sääksvuorentien ja Pippurimyllyntien risteys,pariton viikko,keskiviikko 18:10–18:30 (Wivi),62.18063333776634,25.70660874688798
Sääksvuori Sääksvuorentien ja Sinkilätien risteys,pariton viikko,keskiviikko 17:45–18:05 (Wivi),62.176922886023064,25.720103294457125
Terttumäki Tertunkaari 9,parillinen viikko,torstai 19:00–19:30 (Wäinö),62.302564455473394,25.694012427044903
Tikkala Mehtosen kauppa Saukkolahdentie 2,parillinen viikko,tiistai 17:05–17:25 (Wäinö),62.150344388113815,25.471951959555227
Tikka-Mannila Tervajärventie 43,parillinen viikko,torstai 17:35–18:05 (Wäinö),62.37518907936603,25.709591040547313
Tourula Rusokinkatu 1,pariton viikko,torstai 17:05–17:40 (Wivi),62.24931486459118,25.76066762812032
Varsalanperä Soikkalantien ja Tuhkurintien risteys,pariton viikko,tiistai 18:55–19.30 (Wäinö),62.285011,25.589953
Vertaala Vertaalantien ja Kaijanmäentien risteys,pariton viikko,tiistai 17:30–17:50 (Wäinö),62.337782,25.583226
Vesanka Saukkolantien ja Ala-Siekkiläntien risteys,pariton viikko,keskiviikko 17:45–18:00 (Wäinö),62.266558,25.548756
Viitaniemi Aatoksenkatu 6,parillinen viikko,tiistai 16:30–17:00 (Wivi),62.247266704497214,25.732767994512997
Väinölä Jokirannantien kääntöpaikka,parillinen viikko,maanantai 18:10–18:25 (Wäinö),62.2285876379747,25.81055469538181
Väinölä Väinölän päiväkoti Salvesenintie 9,parillinen viikko,maanantai 19:10–19:30 (Wäinö),62.23242727773817,25.819008994511503
Väinölä Äijäläntie 33,parillinen viikko,maanantai 18:35–19:05 (Wäinö),62.22946886949758,25.823248707007366
Ylä-Muuratjärvi Petäjävedentie 2178,parillinen viikko,tiistai 17:45–18:10 (Wäinö),62.16518963282172,25.397389279164233
Ylämyllyjärvi Ylämyllyntien ja Linkkikadun risteys,pariton viikko,maanantai 19:10–19:30 (Wivi),62.215307,25.693426
Äijälä Jokivarren ryhmäkoti Tahvosentie 26,parillinen viikko,maanantai 16:30–16:50 (Wäinö),62.227755,25.802697
Äijälänranta Ansaritie 1,parillinen viikko,maanantai 17:25–18:00 (Wäinö),62.2340439271951,25.801712710476394
